run_id,schema_version,dataset,model,objective,prior_type,base_seed,n_total,n_selected,n_prior,n_posterior,n_bound,perc_train,perc_prior,stratified,split_hash,delta_train,delta_mc,delta_pac,joint_confidence,mc_samples,kl,kl_over_nbound,mc_err_01,mc_ce,emp_risk_01,emp_risk_ce,cert_risk_01,cert_risk_ce,test_stoch_01,test_postmean_01,test_ens_01,prior_net_test_01,label_noise,train_epochs,prior_epochs,lr,lr_prior,sigma_prior,kl_penalty,duration_sec,exit_code,prior_net_s0_01,test_stoch_01_asrun,test_ens_01_asrun,seed_eval_applied,cert_risk_01_nounion,cert_risk_ce_nounion,n_prior_candidates
fashion-mnist_fquad_learnt_fcn_seed3,2.0,fashion-mnist,fcn,fquad,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,147.8164520263672,0.004927215067545573,0.109742,0.03188666374087473,0.13548044393006958,0.04739338129712628,0.17409654786693646,0.07311805593897132,0.1209,0.1124,0.1088,0.11539999999999995,0.0,100,70,0.005,0.005,0.03,0.1,1057.2,0,0.0258,0.12350000000000005,0.10940000000000005,True,0.1732312888600359,0.07250659006454557,999
fashion-mnist_fquad_learnt_fcn_seed4,2.0,fashion-mnist,fcn,fquad,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,173.07879638671875,0.005769293212890625,0.11010831666666666,0.03164514124146192,0.1358805269363363,0.04710325587445591,0.17757867436905247,0.07491959443837531,0.1145,0.1057,0.104,0.11339999999999995,0.0,100,70,0.005,0.005,0.03,0.1,1056.5,0,0.0288,0.118,0.10529999999999995,True,0.17676585090950753,0.07434200150751885,999
fashion-mnist_fquad_rand_fcn_seed0,2.0,fashion-mnist,fcn,fquad,rand,0,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,5152.54248046875,0.0858757080078125,0.215363775,0.051922370968974625,0.24828009524012992,0.07090168654392921,0.4487209349542602,0.22450924572332037,0.2219,0.1979,0.1828,0.885,0.0,100,0,0.005,0.005,0.03,0.1,984.3,0,,0.2198,0.18269999999999997,True,0.4485788246455135,0.22437874411050127,999
fashion-mnist_fquad_rand_fcn_seed1,2.0,fashion-mnist,fcn,fquad,rand,1,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,5300.5009765625,0.08834168294270833,0.21071118333333333,0.05084860752229367,0.24339443878563935,0.06966420956279634,0.44629230461131425,0.22541225479418556,0.2184,0.189,0.18,0.9027000000000001,0.0,100,0,0.005,0.005,0.03,0.1,1009.8,0,,0.22460000000000002,0.18310000000000004,True,0.4461520613069356,0.22528318038413517,999
fashion-mnist_fquad_rand_fcn_seed2,2.0,fashion-mnist,fcn,fquad,rand,2,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,5307.4658203125,0.088457763671875,0.21279151666666668,0.05109831883642871,0.24557973515645468,0.06995217725765886,0.44887533657277057,0.22598041601606916,0.2231,0.1898,0.1803,0.9589,0.0,100,0,0.005,0.005,0.03,0.1,1028.9,0,,0.22409999999999997,0.18069999999999997,True,0.4487352141932823,0.2258513433829616,999
fashion-mnist_fquad_rand_fcn_seed3,2.0,fashion-mnist,fcn,fquad,rand,3,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,5206.99267578125,0.08678321126302084,0.21358965833333332,0.05144869789380037,0.2464178232517535,0.07035604678822367,0.44776325106730697,0.22470989409836112,0.2334,0.1851,0.1824,0.8804,0.0,100,0,0.005,0.005,0.03,0.1,1004.2,0,,0.21740000000000004,0.18300000000000005,True,0.44762183644421943,0.22457994136338075,999
fashion-mnist_fquad_rand_fcn_seed4,2.0,fashion-mnist,fcn,fquad,rand,4,60000,60000,0,60000,60000,1.0,0.5,True,fe28b7738673afcf370b87dedfc4c0df,0.025,0.005,0.005,0.99,2000,5217.35693359375,0.08695594889322916,0.21405196666666668,0.051329618824110544,0.24690318814744291,0.07021881313905894,0.4485164301789157,0.22469671743648276,0.2303,0.1836,0.1813,0.902,0.0,100,0,0.005,0.005,0.03,0.1,980.5,0,,0.22440000000000004,0.18130000000000002,True,0.44837515883707274,0.22456687454030808,999
mnist_bbb_learnt_fcn_seed0,2.0,mnist,fcn,bbb,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,7476.14013671875,0.24920467122395834,0.005874566666666667,0.0014814950388607325,0.013895282840548917,0.006698981881982868,0.26574722287412145,0.24611664745595116,0.0191,0.0151,0.0154,0.021100000000000008,0.0,100,70,0.005,0.005,0.03,0.1,1047.7,0,3.3e-05,0.018900000000000028,0.016100000000000003,True,0.2655688279008321,0.24593820527021712,999
mnist_bbb_learnt_fcn_seed1,2.0,mnist,fcn,bbb,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,7365.7265625,0.24552421875,0.005926983333333333,0.001495585041074123,0.013973044277005022,0.006726162440890139,0.2630847485949192,0.24334020270725681,0.0175,0.0149,0.0148,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1035.9,0,0.0,0.019499999999999962,0.014599999999999946,True,0.2629055506746442,0.24316102550185253,999
mnist_bbb_learnt_fcn_seed2,2.0,mnist,fcn,bbb,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,7260.58544921875,0.24201951497395832,0.00544705,0.0013638740085880178,0.013256737184513647,0.006469811919016134,0.2585407451854468,0.23983395199356633,0.0186,0.0141,0.014,0.020299999999999985,0.0,100,70,0.005,0.005,0.03,0.1,1059.6,0,6.7e-05,0.01970000000000005,0.013700000000000045,True,0.2583607915173002,0.23965406751515922,999
mnist_bbb_learnt_fcn_seed3,2.0,mnist,fcn,bbb,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,7864.61865234375,0.262153955078125,0.0060075,0.0014945135137174135,0.014092277974105005,0.006724097355284287,0.2761960297803951,0.25615549707822777,0.0191,0.0147,0.0145,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1038.7,0,0.0,0.01959999999999995,0.014599999999999946,True,0.27602040813316175,0.2559796063853969,999
mnist_bbb_learnt_fcn_seed4,2.0,mnist,fcn,bbb,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,7450.44970703125,0.24834832356770833,0.005935166666666667,0.0014811233412061614,0.013985174446716042,0.006698264092944661,0.26530928147496663,0.2454505219725171,0.0192,0.0156,0.0155,0.019000000000000017,0.0,100,70,0.005,0.005,0.03,0.1,1063.5,0,6.7e-05,0.019199999999999995,0.01539999999999997,True,0.2651306999429898,0.2452719090774654,999
mnist_fclassic_learnt_fcn_seed0,2.0,mnist,fcn,fclassic,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,6.192733287811279,0.00020642444292704265,0.023294233333333334,0.010842259441068763,0.03692555819506155,0.020904596406351172,0.04501087944707177,0.027181242896744454,0.0247,0.0206,0.0204,0.021100000000000008,0.0,100,70,0.005,0.005,0.03,0.1,1129.9,0,3.3e-05,0.0252,0.02070000000000005,True,0.04369672897929061,0.026143076903872353,999
mnist_fclassic_learnt_fcn_seed1,2.0,mnist,fcn,fclassic,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,6.01415491104126,0.00020047183036804198,0.0231473,0.01085529507763491,0.03674351282413208,0.020922274003320973,0.044779431402600496,0.0271761498240411,0.0237,0.0185,0.0193,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1129.4,0,0.0,0.0242,0.01970000000000005,True,0.04346287959441437,0.026133744093050307,999
mnist_fclassic_learnt_fcn_seed2,2.0,mnist,fcn,fclassic,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,7.005161285400391,0.000233505376180013,0.02321095,0.010670283523316499,0.03682238772336805,0.020671111307355605,0.04504040839489815,0.027029347816888538,0.023,0.0197,0.0194,0.020299999999999985,0.0,100,70,0.005,0.005,0.03,0.1,1083.6,0,6.7e-05,0.02429999999999999,0.01959999999999995,True,0.0437502423839305,0.02601286953889298,999
mnist_fclassic_learnt_fcn_seed3,2.0,mnist,fcn,fclassic,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,6.916141033172607,0.0002305380344390869,0.024293966666666666,0.011496606751283825,0.038161078345354156,0.021788534570121365,0.04649481542748208,0.028284279971867058,0.0235,0.0191,0.0191,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1124.1,0,0.0,0.024599999999999955,0.019399999999999973,True,0.04518287699068496,0.027243854517116695,999
mnist_fclassic_learnt_fcn_seed4,2.0,mnist,fcn,fclassic,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,7.0124077796936035,0.00023374692598978678,0.023995316666666665,0.010948484974985488,0.03779255104680396,0.021048565968881883,0.0461074057158532,0.027458971276775157,0.0253,0.0182,0.0189,0.019000000000000017,0.0,100,70,0.005,0.005,0.03,0.1,1085.0,0,6.7e-05,0.0242,0.01870000000000005,True,0.04480338554463853,0.026435107929748847,999
mnist_flamb_learnt_fcn_seed0,2.0,mnist,fcn,flamb,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,590.6707153320312,0.019689023844401042,0.01728015,0.005907315606113485,0.029361875915457084,0.013943879742227829,0.07662930984771882,0.051784528601102664,0.0214,0.0162,0.0169,0.021100000000000008,0.0,100,70,0.005,0.005,0.03,0.1,1895.0,0,3.3e-05,0.02090000000000003,0.017000000000000015,True,0.07628412417396907,0.05148541651993627,999
mnist_flamb_learnt_fcn_seed1,2.0,mnist,fcn,flamb,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,597.0383911132812,0.019901279703776042,0.017178016666666667,0.005880257139707076,0.029231127984661823,0.013903730190809094,0.07674867690889403,0.051989098065509054,0.0209,0.0173,0.0172,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1821.3,0,0.0,0.021199999999999997,0.01649999999999996,True,0.07640482527299393,0.05169080348391647,999
mnist_flamb_learnt_fcn_seed2,2.0,mnist,fcn,flamb,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,612.9620971679688,0.020432069905598958,0.016824383333333335,0.005635556815006821,0.02877771937669621,0.013539264567363376,0.07684718372450677,0.05202865280438712,0.0206,0.0171,0.0163,0.020299999999999985,0.0,100,70,0.005,0.005,0.03,0.1,1877.3,0,6.7e-05,0.021299999999999986,0.016800000000000037,True,0.07650689873990675,0.05173329211957006,999
mnist_flamb_learnt_fcn_seed3,2.0,mnist,fcn,flamb,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,624.6876220703125,0.020822920735677083,0.017906333333333333,0.006241575076462005,0.030161579720657864,0.014437474560728804,0.07952855199785475,0.05411805717471269,0.0211,0.0167,0.0171,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1904.8,0,0.0,0.022700000000000053,0.017299999999999982,True,0.0791866491826357,0.0538207139737778,999
mnist_flamb_learnt_fcn_seed4,2.0,mnist,fcn,flamb,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,623.1041259765625,0.020770137532552083,0.01742705,0.005833429460189423,0.029549776951589172,0.013834176434966261,0.0785218283169517,0.0529852315727079,0.0214,0.0176,0.0163,0.019000000000000017,0.0,100,70,0.005,0.005,0.03,0.1,1862.0,0,6.7e-05,0.02180000000000004,0.01629999999999998,True,0.07818116085351219,0.0526898263291627,999
mnist_fquad_learnt_cnn_seed0,2.0,mnist,cnn,fquad,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,133.37925720214844,0.004445975240071615,0.010094416666666666,0.0036875341623627774,0.019885509321339867,0.010528297853262758,0.03726843741190617,0.024274617000621557,0.0095,0.0082,0.0083,0.00990000000000002,0.0,100,70,0.005,0.005,0.03,0.1,1561.2,0,0.0,0.010800000000000032,0.008499999999999952,True,0.03678956986058729,0.023875307145302675,999
mnist_fquad_learnt_cnn_seed1,2.0,mnist,cnn,fquad,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,120.2858657836914,0.00400952885945638,0.010374716666666667,0.003673277615282542,0.020268637642322066,0.010505363440974249,0.03685900698427175,0.02347983989266672,0.0107,0.0103,0.01,0.0121,0.0,100,70,0.005,0.005,0.03,0.1,1574.5,0,3.3e-05,0.012299999999999978,0.010099999999999998,True,0.03636211057705724,0.023069969306185604,999
mnist_fquad_learnt_cnn_seed2,2.0,mnist,cnn,fquad,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,118.06787109375,0.003935595703125,0.010224883333333334,0.003946614073444813,0.020064016293313284,0.010942352817489067,0.03643137044737849,0.023976688712233744,0.0124,0.0103,0.0105,0.011499999999999955,0.0,100,70,0.005,0.005,0.03,0.1,1549.1,0,0.0,0.013299999999999979,0.010099999999999998,True,0.035933251462866585,0.023560182550284973,999
mnist_fquad_learnt_cnn_seed3,2.0,mnist,cnn,fquad,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,134.61134338378906,0.004487044779459636,0.010927316666666667,0.00405907551266072,0.021019891126138838,0.01112055258405914,0.038861639489262634,0.025209279370761617,0.011,0.0096,0.0102,0.010499999999999954,0.0,100,70,0.005,0.005,0.03,0.1,1575.4,0,0.0,0.010600000000000054,0.010099999999999998,True,0.03837593944904477,0.02480504825387603,999
mnist_fquad_learnt_cnn_seed4,2.0,mnist,cnn,fquad,learnt,4,60000,60000,30000,60000,30000,1.0,0.5,False,8dcf59bb2b2100fc98259e76fe088c00,0.025,0.005,0.005,0.99,2000,115.03225708007812,0.0038344085693359374,0.009690283333333334,0.0037257994014975667,0.01933052779499495,0.010589775383309241,0.03524884194361361,0.023289819413229,0.0104,0.0092,0.0087,0.00990000000000002,0.0,100,70,0.005,0.005,0.03,0.1,1532.0,0,0.0,0.010099999999999998,0.009000000000000008,True,0.034752602788613425,0.02287424025308521,999
mnist_fquad_learnt_fcn_seed0,2.0,mnist,fcn,fquad,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,179.151611328125,0.0059717203776041665,0.019833683333333334,0.007870444246684406,0.03260373662840127,0.016788206699026424,0.057170539716899726,0.035960706673592364,0.0216,0.017,0.0191,0.021100000000000008,0.0,100,70,0.005,0.005,0.03,0.1,1057.2,0,3.3e-05,0.02210000000000001,0.019000000000000017,True,0.05666224974256234,0.035542176149111204,999
mnist_fquad_learnt_fcn_seed0_ln10,2.0,mnist,fcn,fquad,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,219.0163116455078,0.007300543721516927,0.15201021666666667,0.09498408877633885,0.18116376352256278,0.11928745665411518,0.23279325144851346,0.16396204479269846,0.0626,0.0556,0.0393,0.0524,0.1,100,70,0.005,0.005,0.03,0.1,1036.8,0,0.010367,0.0635,0.03849999999999998,True,0.23199156947178973,0.16325120109286012,999
mnist_fquad_learnt_fcn_seed0_ln20,2.0,mnist,fcn,fquad,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,664.7251586914062,0.022157505289713542,0.2849726,0.14657814160920465,0.32072341693787626,0.17534095730142324,0.42462208947429814,0.2655564426532663,0.1112,0.1095,0.0683,0.08650000000000002,0.2,100,70,0.005,0.005,0.03,0.1,1015.0,0,0.0253,0.11450000000000005,0.06910000000000005,True,0.42407938745283646,0.26505763999246945,999
mnist_fquad_learnt_fcn_seed0_ln40,2.0,mnist,fcn,fquad,learnt,0,60000,60000,30000,60000,30000,1.0,0.5,False,067078f63b371b03018ec2a5855a6b18,0.025,0.005,0.005,0.99,2000,978.55126953125,0.03261837565104167,0.5376131,0.21214586522042525,0.5759981557403202,0.2449016382754276,0.6980162626675398,0.3652803862584654,0.2649,0.2568,0.1814,0.22950000000000004,0.4,100,70,0.005,0.005,0.03,0.1,1037.3,0,0.060667,0.27049999999999996,0.1805,True,0.6976177430245303,0.3648362656218115,999
mnist_fquad_learnt_fcn_seed0_pt10,2.0,mnist,fcn,fquad,learnt,0,60000,6000,3000,6000,3000,0.1,0.5,False,97eb9a500a58f98787e39e2a4f81f3c8,0.025,0.005,0.005,0.99,2000,61.687644958496094,0.0205625483194987,0.0546565,0.028454239482990116,0.07404368039217431,0.04324984258655412,0.14867800670301395,0.10609794543163449,0.0623,0.0544,0.0537,0.05920000000000003,0.0,100,70,0.005,0.005,0.03,0.1,233.3,0,0.0,0.06340000000000001,0.05459999999999998,True,0.1447110997942342,0.10257576511562812,999
mnist_fquad_learnt_fcn_seed0_pt20,2.0,mnist,fcn,fquad,learnt,0,60000,12000,6000,12000,6000,0.2,0.5,False,a5fc780eec1e302025161b70cf5ca42a,0.025,0.005,0.005,0.99,2000,94.51952362060547,0.01575325393676758,0.04905508333333333,0.02221732815370337,0.06759255443110884,0.03558846804490673,0.12676342443234265,0.08323780234369521,0.0452,0.0365,0.0397,0.04149999999999998,0.0,100,70,0.005,0.005,0.03,0.1,332.2,0,0.0,0.047900000000000054,0.038799999999999946,True,0.1245856526154648,0.0813766606658753,999
mnist_fquad_learnt_fcn_seed0_pt50,2.0,mnist,fcn,fquad,learnt,0,60000,30000,15000,30000,15000,0.5,0.5,False,9557431e5cb6bd31fcb5b52522809e42,0.025,0.005,0.005,0.99,2000,121.21099090576172,0.008080732727050781,0.024207366666666667,0.010144078497215657,0.038054264066257844,0.019953494622914902,0.06993128690809976,0.04519929556898011,0.0297,0.0239,0.025,0.026000000000000023,0.0,100,70,0.005,0.005,0.03,0.1,569.4,0,0.0,0.028699999999999948,0.024499999999999966,True,0.06898358496794538,0.04440629147748715,999
mnist_fquad_learnt_fcn_seed1,2.0,mnist,fcn,fquad,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,185.26577758789062,0.006175525919596354,0.019691066666666666,0.007826484416711459,0.03242396244631446,0.016725805130766103,0.05738281736724111,0.03623895871734557,0.0216,0.0178,0.0177,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1005.7,0,0.0,0.02310000000000001,0.017900000000000027,True,0.05688087960737127,0.035824756311953206,999
mnist_fquad_learnt_fcn_seed1_ln10,2.0,mnist,fcn,fquad,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,210.31777954101562,0.007010592651367187,0.15351731666666665,0.0981353148569705,0.18277706967829616,0.12275799691955076,0.2335416008573194,0.16699386542936318,0.0612,0.0563,0.0367,0.051000000000000045,0.1,100,70,0.005,0.005,0.03,0.1,1015.5,0,0.009333,0.06299999999999994,0.0373,True,0.23272421386602654,0.1662651436175305,999
mnist_fquad_learnt_fcn_seed1_ln20,2.0,mnist,fcn,fquad,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,611.4212036132812,0.020380706787109376,0.2874064333333333,0.14756600035763762,0.3232364020108093,0.17640081185592135,0.42299793966568994,0.2628599315691501,0.1196,0.115,0.0685,0.09799999999999998,0.2,100,70,0.005,0.005,0.03,0.1,1039.0,0,0.0233,0.12129999999999996,0.06779999999999997,True,0.42243318636632987,0.26234275088105247,999
mnist_fquad_learnt_fcn_seed1_ln40,2.0,mnist,fcn,fquad,learnt,1,60000,60000,30000,60000,30000,1.0,0.5,False,3d124738b9d0dc4b394f2281158411d9,0.025,0.005,0.005,0.99,2000,923.7913208007812,0.03079304402669271,0.5450078166666666,0.21338783653523885,0.5833160686470662,0.24620591729606986,0.7015416416847352,0.3631573820126651,0.269,0.2582,0.1846,0.24060000000000004,0.4,100,70,0.005,0.005,0.03,0.1,1015.0,0,0.055433,0.2704,0.18620000000000003,True,0.70113303992673,0.3627013404589444,999
mnist_fquad_learnt_fcn_seed1_pt10,2.0,mnist,fcn,fquad,learnt,1,60000,6000,3000,6000,3000,0.1,0.5,False,de69c32db18e912f00ca5829897e0802,0.025,0.005,0.005,0.99,2000,68.02118682861328,0.022673728942871094,0.061642166666666665,0.03000285913692435,0.08201786871542044,0.04512487058199727,0.16276272828147004,0.11199496557334195,0.063,0.0537,0.0544,0.0595,0.0,100,70,0.005,0.005,0.03,0.1,242.4,0,0.0,0.06169999999999998,0.05479999999999996,True,0.15881883828479512,0.10852730862310106,999
mnist_fquad_learnt_fcn_seed1_pt20,2.0,mnist,fcn,fquad,learnt,1,60000,12000,6000,12000,6000,0.2,0.5,False,ff9e79b6305905a3383b38f76ee6562e,0.025,0.005,0.005,0.99,2000,103.64666748046875,0.017274444580078124,0.04141275,0.017431920358665996,0.05869225924667482,0.029556003543025067,0.11778908516139047,0.07670982034137358,0.0482,0.0383,0.0392,0.04190000000000005,0.0,100,70,0.005,0.005,0.03,0.1,319.8,0,0.0,0.044499999999999984,0.039100000000000024,True,0.11574480371170177,0.07496658539108209,999
mnist_fquad_learnt_fcn_seed1_pt50,2.0,mnist,fcn,fquad,learnt,1,60000,30000,15000,30000,15000,0.5,0.5,False,4d829289da43a906a0950f9c1acedbb2,0.025,0.005,0.005,0.99,2000,165.78939819335938,0.011052626546223958,0.028649066666666667,0.011736604560745606,0.043486264829702144,0.022111055819277803,0.08297932394512814,0.05328460459642421,0.0315,0.0244,0.0252,0.02729999999999999,0.0,100,70,0.005,0.005,0.03,0.1,585.0,0,0.0,0.02959999999999996,0.024800000000000044,True,0.08208638592930646,0.052535433980990864,999
mnist_fquad_learnt_fcn_seed2,2.0,mnist,fcn,fquad,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,188.14276123046875,0.006271425374348959,0.019467283333333335,0.007635125846107284,0.03214158451179434,0.016453557233913566,0.05722405641501067,0.036022471599194084,0.0216,0.0178,0.0176,0.020299999999999985,0.0,100,70,0.005,0.005,0.03,0.1,1055.4,0,6.7e-05,0.022599999999999953,0.01749999999999996,True,0.056725944169667315,0.03561186972021397,999
mnist_fquad_learnt_fcn_seed2_ln10,2.0,mnist,fcn,fquad,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,236.253662109375,0.0078751220703125,0.15270275,0.09672334405660396,0.181905216768483,0.12120386680106428,0.23556180024431111,0.1678820980884693,0.0589,0.0562,0.0379,0.051000000000000045,0.1,100,70,0.005,0.005,0.03,0.1,1039.7,0,0.010767,0.0625,0.03749999999999998,True,0.23478441014825932,0.16718907391754864,999
mnist_fquad_learnt_fcn_seed2_ln20,2.0,mnist,fcn,fquad,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,719.2294921875,0.02397431640625,0.29246895,0.14694936017277926,0.32845962053525496,0.17573928016004142,0.43692912204646767,0.26987855120989435,0.1185,0.115,0.0719,0.09499999999999997,0.2,100,70,0.005,0.005,0.03,0.1,1056.0,0,0.024167,0.11880000000000002,0.07210000000000005,True,0.436405750849557,0.2693956974041158,999
mnist_fquad_learnt_fcn_seed2_ln40,2.0,mnist,fcn,fquad,learnt,2,60000,60000,30000,60000,30000,1.0,0.5,False,92b9a7a9154533b20f1b50c273513fe7,0.025,0.005,0.005,0.99,2000,899.2062377929688,0.029973541259765625,0.5436812166666667,0.21442112956638376,0.582003875121649,0.24729071930830088,0.6988723466250965,0.36272124182802273,0.2641,0.2629,0.1813,0.2399,0.4,100,70,0.005,0.005,0.03,0.1,1041.0,0,0.0633,0.26670000000000005,0.18030000000000002,True,0.6984568697902183,0.362259408762358,999
mnist_fquad_learnt_fcn_seed2_pt10,2.0,mnist,fcn,fquad,learnt,2,60000,6000,3000,6000,3000,0.1,0.5,False,0a98b5c74d929862ed7af06b0d7dbd51,0.025,0.005,0.005,0.99,2000,55.921722412109375,0.018640574137369793,0.05695666666666667,0.02918415695167927,0.07667748567310134,0.044134799054340534,0.14882806509847563,0.1044384389751642,0.0628,0.0562,0.057,0.06040000000000001,0.0,100,70,0.005,0.005,0.03,0.1,238.1,0,0.0,0.06540000000000001,0.05620000000000003,True,0.14471463224313083,0.10081331236824827,999
mnist_fquad_learnt_fcn_seed2_pt20,2.0,mnist,fcn,fquad,learnt,2,60000,12000,6000,12000,6000,0.2,0.5,False,5057428e2fb3b0bef4fa72ef6f7bbbe7,0.025,0.005,0.005,0.99,2000,84.86910247802734,0.014144850413004558,0.045467,0.02073690266568763,0.06342935931387601,0.03373904371914177,0.11832124477748279,0.07798031857052651,0.048,0.0407,0.0414,0.04369999999999996,0.0,100,70,0.005,0.005,0.03,0.1,331.9,0,0.0,0.047900000000000054,0.042100000000000026,True,0.11610655494066341,0.07608987501524939,999
mnist_fquad_learnt_fcn_seed2_pt50,2.0,mnist,fcn,fquad,learnt,2,60000,30000,15000,30000,15000,0.5,0.5,False,73eaf769ba3d35455729bc227ddd4759,0.025,0.005,0.005,0.99,2000,148.11830139160156,0.00987455342610677,0.0267788,0.010832832840420557,0.04121004422156844,0.020891811237929995,0.07767407694831124,0.049569202600330875,0.028,0.0218,0.0233,0.02629999999999999,0.0,100,70,0.005,0.005,0.03,0.1,569.2,0,0.0,0.02969999999999995,0.023299999999999987,True,0.07676289762049,0.04880815828121327,999
mnist_fquad_learnt_fcn_seed3,2.0,mnist,fcn,fquad,learnt,3,60000,60000,30000,60000,30000,1.0,0.5,False,9b278676f0810cc603db6295c06dd133,0.025,0.005,0.005,0.99,2000,191.3813018798828,0.006379376729329427,0.020723633333333335,0.00831759343986804,0.03372240424373402,0.017420078417744234,0.05950327660413163,0.03758883679422859,0.0218,0.0178,0.0178,0.019299999999999984,0.0,100,70,0.005,0.005,0.03,0.1,1003.5,0,0.0,0.023599999999999954,0.017900000000000027,True,0.05900059961701649,0.03717380835454359,999
