run_id,mc_samples,mc_err_01,emp_risk_01,cert_risk_01,cert_risk_01_nounion,kl,n_bound,cert_risk_01_analytic,cert_abs_diff
mnist_fquad_learnt_fcn_seed0,1000,0.0198327,0.039089315327201675,0.06543158661111631,0.06489369531335581,179.1369171142578,30000,0.06543158661111631,0.0
mnist_fquad_learnt_fcn_seed0,2000,0.019833683333333334,0.03260373662840127,0.05716946501613357,0.05666116150616024,179.1369171142578,30000,0.057167868303250546,1.5967128830229882e-06
mnist_fquad_learnt_fcn_seed0,5000,0.01983868,0.02744836116131594,0.050454466398764115,0.04997214683951107,179.1369171142578,30000,0.05044527677509742,9.189623666694402e-06
mnist_fquad_learnt_fcn_seed0,10000,0.019847246666666665,0.02506474241622597,0.04729506674944822,0.04682566893261514,179.1369171142578,30000,0.047273372533163716,2.169421628450685e-05
mnist_fquad_learnt_fcn_seed0,50000,0.019839148666666667,0.022075173728761947,0.04327357367622892,0.04282135458097208,179.1369171142578,30000,0.043264355283208544,9.218393020378468e-06
mnist_fquad_learnt_fcn_seed0,150000,0.019841354444444445,0.021113466270918868,0.04196409698998166,0.041517663664728255,179.1369171142578,30000,0.041951911784698766,1.2185205282892742e-05
