run_id,mc_samples,mc_err_01,emp_risk_01,cert_risk_01,kl,n_bound
mnist_fquad_learnt_fcn_seed0,1000,0.0207784,0.04037331012120566,0.06750717908101207,191.96490478515625,30000
mnist_fquad_learnt_fcn_seed0,2000,0.020775033333333335,0.03378685239795149,0.05912625280373235,191.96490478515625,30000
mnist_fquad_learnt_fcn_seed0,5000,0.020773566666666667,0.02853681113365997,0.052298641849841516,191.96490478515625,30000
mnist_fquad_learnt_fcn_seed0,10000,0.02076938,0.02609448610390691,0.049067540524058095,191.96490478515625,30000
mnist_fquad_learnt_fcn_seed0,50000,0.020767922,0.02305268551754153,0.044984824834963195,191.96490478515625,30000
mnist_fquad_learnt_fcn_seed0,150000,0.020772144222222223,0.022072497938104677,0.04365356722292785,191.96490478515625,30000
